id,sku,short_description,price,list_price,rating_average,review_count,quantity_sold,inventory_status,name,categories
58462050,6758099728629,"""Học công nghệ thông tin rồi đi lắp máy tính với cài win dạo à?""""Sao lại lao đầu vào cái nghề toàn số má với mấy dòng lệnh khó hiểu thế?""""Dân làm máy tính vừa “đụt” vừa khô khan, ai yêu nổi, yêu nổ...",169000,169000,4.8,516,"{'text': 'Đã bán 2283', 'value': 2283}",available,Sách Người Trong Muôn Nghề: Ngành IT có gì?,Sách tư duy - Kỹ năng sống
58493549,1446700960548,"Tác phẩm của nhà văn đoạt giải Nobel Patrick Modiano:Người kể chuyện đi tìm cha. Công cuộc tìm kiếm này khiến ông lần ngược thời gian và một lần nữa sống lại, trong ảo giác, một thời kỳ có lẽ là khi ...",99750,105000,4.7,7,"{'text': 'Đã bán 50', 'value': 50}",available,Những Đại Lộ Vành Đai!,Sách tiếng Việt
58543601,4192550482101,Sophie Amundsen sắp tròn mười lăm tuổi khi được một người lạ mặt đội mũ nồi xanh tiết lộ cô đang sống trên mình một con thỏ trắng lấy ra từ chiếc mũ chóp cao. Và thế là khởi đầu một hành trình sửng số...,107000,149000,4.8,110,"{'text': 'Đã bán 641', 'value': 641}",available,Thế Giới Của Sophie (Tái Bản 2020),Sách tiếng Việt
58547337,7491835819630,"Ấn phẩm trinh thám đặc sắc được đông đảo độc giả yêu thích đến từ tác giả ăn khách triệu bản in Mark Edwards.Bí ẩn, gay cấn, rùng rợn. Cốt truyện kịch tính và mới lạ sẽ lôi cuốn khiến bạn không thể d...",109650,129000,5.0,24,"{'text': 'Đã bán 62', 'value': 62}",available,Vén Màn Bí Mật - Here To Stay,Truyện trinh thám
58627102,2649300379539,"THẾ GIỚI NÀY CHỈ TOÀN GIẢ TẠO, CÒN CHÚNG TA LẠI SỐNG TRONG GIẢ TẠONhà thôi miên, người thì thầm trong bóng tốiThẳm sâu trong nội tâm bạn liệu có tồn tại một thế giới khác?Hoang vu, tăm tối, kìm nén ...",116000,145000,5.0,35,"{'text': 'Đã bán 120', 'value': 120}",available,Sổ Tay Nhà Thôi Miên,Sách tiếng Việt
58695343,1287755981825,Kỹ Năng Giao Tiếp Đỉnh Cao:√ Lắng nghe đúng cách√ Đàm phán hiệu quả√ Từ chối không mất lòng√ Cải thiện mối quan hệ√ Những đòn tâm lý trong thuyết phục√ Nói để được tôn trọngNgạn ngữ xưa có câu ...,76800,96000,5.0,20,"{'text': 'Đã bán 91', 'value': 91}",available,Kỹ Năng Giao Tiếp Đỉnh Cao,Sách tư duy - Kỹ năng sống
58864689,1433771174981,"GIẢI MÃ SIÊU TRÍ NHỚCuốn sách đầy đủ tất cả các phương pháp ghi nhớ nhất hiện nay trên Thế giới và Việt Nam.( Cuốn sách bán gần 2000 bản trong hơn 1 tuần sau khi xuất bản ) ""Giải mã siêu trí nhớ"" ...",139000,139000,4.8,2095,"{'text': 'Đã bán 5000+', 'value': 8517}",available,Giải Mã Siêu Trí Nhớ ,Sách tư duy - Kỹ năng sống
58932964,1786687910830,"Emily Jane Bronte (30 tháng 7 năm 1818 - 19 tháng 12 1848) là tiểu thuyết giâ và là nhà thơ người Anh . Trong ba chị em nhà Bronte sống sót cho đến khi trưởng thành , Emily là người thứ hai , cô cả là...",59000,98000,4.8,257,"{'text': 'Đã bán 885', 'value': 885}",available,Đồi Gió Hú (Bìa Mềm),Sách tiếng Việt
59010153,3208301526763,"Bạn sẽ làm gì nếu như một ngày bị mắc kẹt giữa vùng lãnh thổ có dịch bệnh hoành hành, lạc ở nơi hoang dã, bị móc túi khi đi du lịch ở đất nước xa lạ, hay phải thoát ngay khỏi một vụ hỏa hoạn ở nhà cao...",72200,99000,4.8,117,"{'text': 'Đã bán 621', 'value': 621}",available,100 Kỹ Năng Sinh Tồn,Kiến thức - Bách khoa
59043891,3260109345946,"Stanley Yelnats bị dính lời nguyền, một lời nguyền được truyền từ đời cụ-cố-ăn-trộm-heo-vô-dụng-đáng-tởm nhà nó cho đến tận bây giờ. Một ngày nọ Stanley bị đôi giày của cầu thủ bóng chày nổi tiếng rơi...",68400,72000,5.0,27,"{'text': 'Đã bán 104', 'value': 104}",available,Hố (Louis Sachar)(Tái Bản 2020),Truyện Giả tưởng - Huyền Bí - Phiêu Lưu
59262880,5858155258600,"Người bán hàng vĩ đại nhất thế giới của Og Mandino là một hành trình dài về câu chuyện của Hafid, một cậu bé chăn lạc đà nghèo, ở Jerusalem cổ đại.Cậu bé đã học được từ một thương nhân giàu có và thà...",113960,148000,4.8,105,"{'text': 'Đã bán 659', 'value': 659}",available,Sách Người Bán Hàng Vĩ Đại Nhất Thế Giới (Tái Bản 2020),Sách Marketing - Bán hàng 
59362963,6621131090438,"Bạn thật may mắn khi được sống trong thời đại này bởi có một điều vô cùng vĩ đại sắp xảy ra – đó là sự gặp gỡ giữa khoa học và tôn giáo, sự gặp gỡ giữa Đông và Tây, sự gặp gỡ giữa hướng ngoại và hướng...",95200,119000,5.0,19,"{'text': 'Đã bán 111', 'value': 111}",available,Osho Đàn Ông - The Book Of Men,Sách giáo dục
59362973,6152747410193,"Thưa thầy, làm sao thầy, một người đàn ông, lại có thể nói về tâm lý phụ nữ?Tôi không nói chuyện với tư cách một người đàn ông, tôi nói với tâm thế một người phụ nữ. Tôi không hề nói bằng tâm trí. Tô...",87200,109000,5.0,47,"{'text': 'Đã bán 259', 'value': 259}",available,Osho Phụ Nữ - The Book Of Women,Sách tiếng Việt
59395854,6687253463925,"“LẠC TRÌ” – Câu chuyện của tình yêu, tình thân và sự chữa lành.Cậu thiếu niên Diệp Khâm đương trong độ tuổi nổi loạn càng trở nên mẫn cảm hơn bởi phát hiện ra cha ngoại tình, làm tổn thương người mẹ ...",214000,289000,4.8,1005,"{'text': 'Đã bán 2555', 'value': 2555}",available,Lạc Trì (2 Tập),Root
59478514,3097293495849,"1/Osho Đàn Ông - The Book Of MenBạn thật may mắn khi được sống trong thời đại này bởi có một điều vô cùng vĩ đại sắp xảy ra – đó là sự gặp gỡ giữa khoa học và tôn giáo, sự gặp gỡ giữa Đông và Tây, sự...",145200,228000,5.0,426,"{'text': 'Đã bán 2427', 'value': 2427}",available,Combo 2 Cuốn: Osho Đàn Ông + Osho Phụ Nữ,Sách giáo dục
59511811,7588691430731,"“Dấu chân trên cát” là tác phẩm được dịch giả Nguyên Phong phóng tác kể về xã hội Ai Cập thế kỷ thứ XIV trước CN, qua lời kể của nhân vật chính - Sinuhe.Ngày nay, người ta biết đến triều đại các vua...",119800,148000,5.0,174,"{'text': 'Đã bán 644', 'value': 644}",available,Sách Dấu Chân Trên Cát - Nguyên Phong (Tái Bản 2020),Sách tiếng Việt
60910620,9287372453943,Hackers Toeic Start Listening (30 Phút Tự Học TOEIC Mỗi Ngày)Đối tượng phù hợp nhất với cuốn sách là các bạn sinh viên sắp ra trường (cả sinh viên đại học và sinh viên cao đẳng) cũng như những người ...,390600,558000,5.0,3,"{'text': 'Đã bán 7', 'value': 7}",available,Combo Sách Hacker TOEIC - 30 Phút Tự Học TOEIC Mỗi Ngày : Hackers TOEIC Start Listening + Hackers TOEIC Start Reading,Sách tiếng Việt
63587072,6908218062534,"Còn sống và bước đi trên mặt đất này là một phép lạ, nhưng hầu hết chúng ta lại chạy đi tìm hạnh phúc ở một nơi xa xôi nào đó như thể là có một nơi tốt đẹp hơn để đến vậy. Chúng ta mất rất nhiều thời ...",53800,69000,5.0,33,"{'text': 'Đã bán 288', 'value': 288}",available,Tĩnh Lặng (Tái Bản Lần Thứ 11/2020),Root
65484239,4510986440289,"Hầu hết mọi người cho rằng sỏi mật chỉ có trong túi mật. Đây là nhận thức phổ biến, nhưng sai lầm. Thực ra phần lớn sỏi mật được hình thành ở gan, chỉ có một số được tạo ra ở túi mật. Bạn có thể dễ dà...",159200,199000,5.0,13,"{'text': 'Đã bán 78', 'value': 78}",available,Cẩm Nang Hướng Dẫn Tẩy Sỏi Gan Mật - Phương Pháp Diệu Kỳ Cho Sức Khỏe Dài Lâu,Sách tiếng Việt
66090079,6651857955087,"Cơ thể tự chữa lành - Giải cứu gan là cuốn sách tiếp theo trong bộ sách Cơ thể tự chữa lành của tác giả có sách bán chạy số 1 theo New York Times bình chọn: Anthony William. Trong tác phẩm mới này, ôn...",170000,250000,5.0,136,"{'text': 'Đã bán 963', 'value': 963}",available,Cơ Thể Tự Chữa Lành: Giải Cứu Gan,Sách tiếng Việt
66398387,9259071676718,"Có khi nào bạn tự hỏi: Tại sao chúng ta phải cố gắng hết mình, trong khi những người khác chẳng cần làm gì cũng có được mọi thứ?Tại sao chúng ta phải chạy hết tốc lực, trong khi những người khác chỉ ...",109000,129000,4.8,137,"{'text': 'Đã bán 457', 'value': 457}",available,"Trời Sinh Vụng Về, Hãy Bù Đắp Bằng Sự Kiên Trì",Sách tiếng Việt
66698344,7994615899223,"“BÀI HỌC DIỆU KỲ TỪ CHIẾC XE RÁC”Cam kết nói không với ""xe rác"" khiến cho hạnh phúc và phép lịch sự trở thành hiện thực. Điều này hỗ trợ điều kia trong một vòng tròn khép kín.“Có những người giống n...",73041,88000,4.6,14,"{'text': 'Đã bán 126', 'value': 126}",available,Sách Bài Học Diệu Kỳ Từ Chiếc Xe Rác (Khổ Nhỏ) (Tái Bản 2020),Sách tiếng Việt
66712456,1326567726009,"Hầu hết chúng ta đều chẳng hạnh phúc, thanh thản, hoặc hài lòng…Đã đến lúc để bạn nắm bắt những bí mật cao thâm của Ho'oponopono.Đã đến lúc bạn khai phóng chính mình để tỉnh thức, để được...",133450,159000,5.0,8,"{'text': 'Đã bán 67', 'value': 67}",available,Trở Về Không - Trải Nghiệm Ho'oponopono - Thực Hiện Hóa Những Phép Màu Trong Cuộc Sống,Root
67040913,2583131245666,"Trong suốt hơn 20 thế kỷ qua, những lời dạy trong các văn bản linh thiêng cổ xưa đã khiến hầu hết mọi người hiểu nhầm. Chỉ có một số ít người trong lịch sử có thể nhận ra rằng nó thật ra là một câu đố...",158000,158000,4.8,408,"{'text': 'Đã bán 2891', 'value': 2891}",available,The Magic - Phép Màu (2020),Sách tư duy - Kỹ năng sống
67271338,8461142635475,"Trò chuyện với vĩ nhân“Trò chuyện với vĩ nhân” tổng hợp những câu chuyện của thiền sư Osho về 20 triết gia, nhà tư tưởng, đạo sư lỗi lạc nhất lịch sử.Danh sách những bậc vĩ nhân Osho bàn đến rất đa ...",158400,198000,5.0,43,"{'text': 'Đã bán 158', 'value': 158}",available,Sách OSHO - Trò Chuyện Với Vĩ Nhân,Sách tiếng Việt
67477613,9312248813627,Xin bạn hãy ôm lấy trái tim mình trước đã – cuốn cẩm nang giúp bạn làm chủ cảm xúc TIÊU CỰC của mình- Cuốn sách tâm lý - kỹ năng tiếp nối thành công của #Tôi_từng_nghĩ_mọi_thứ_sẽ_ổn_khi_trở_thành_ngườ...,69600,96000,4.8,680,"{'text': 'Đã bán 3014', 'value': 3014}",available,Xin Bạn Hãy Ôm Lấy Trái Tim Mình Trước Đã (Tặng Kèm 1 Bookmark),Sách tư duy - Kỹ năng sống
67491398,1460584570440,"Từ biTừ bi là một thứ tình thương mát lành, là sự chia sẻ niềm vui của bản thân đến với vạn vật. Từ bi giúp ta trở thành đóa hoa sen, vượt lên vũng bùn của thế giới ham muốn, dục vọng và sự giận dữ.Dẫ...",102400,128000,5.0,29,"{'text': 'Đã bán 173', 'value': 173}",available,Sách OSHO Từ Bi - Compassion,Sách tiếng Việt
67991600,3601014021936,"Nghệ Thuật Từ Chối – Cách Nói Không Mà Vẫn Có Được Đồng ThuậnHọc cách nói ""Không"" cũng là yêu chính mình. Sẽ có lúc bạn nhận ra: Làm vừa lòng thiên hạ là một chuyện vừa khó lại vừa ngu!!Từ chối một a...",54700,82000,4.7,823,"{'text': 'Đã bán 4425', 'value': 4425}",available,Nghệ Thuật Từ Chối – Cách Nói Không Mà Vẫn Có Được Đồng Thuận,Sách kỹ năng làm việc
67991602,5192596929430,Đừng Làm Việc Chăm Chỉ Hãy Làm Việc Thông Minh Mô tả: Thành công là học cách làm việc THÔNG MINH hơn chứ không phải CHĂM CHỈ hơn! Những người thành công thường chỉ tập trung thời gian của họ vào một v...,140250,165000,5.0,115,"{'text': 'Đã bán 501', 'value': 501}",available,Đừng Làm Việc Chăm Chỉ Hãy Làm Việc Thông Minh,Sách kỹ năng làm việc
68350215,1250809234864,"Combo Chinh phục luyện thi vào 10 Toán – Văn – Anh theo chủ đề là bộ sách được biên soạn bởi các tác giả uy tín và nhiều năm kinh nghiệm giảng dạy, luyện thi vào lớp 10. Cuốn sách được tổng hợp bài bả...",298200,477000,5.0,364,"{'text': 'Đã bán 1257', 'value': 1257}",available,Combo Chinh Phục Luyện Thi Vào 10 Toán Văn Anh Theo Chủ Đề,Sách tham khảo cấp II
68570324,9888678828079,"Trong chuyến săn tìm một sinh vật lạ mới xuất hiện ngoài biển khơi, đoàn thám hiểm của giáo sư Pierre Aronnax bất ngờ bị một con vật khổng lồ nuốt chửng vào bụng. Nhưng nhờ đó, họ đã được chu du khắp ...",71000,98000,4.8,199,"{'text': 'Đã bán 1223', 'value': 1223}",available,Hai Vạn Dặm Dưới Đáy Biển (Tái Bản 2020),Văn học thiếu nhi
68585576,9986522202973,"KỶ LUẬT vốn là ván cờ bạn phải tự đấu với chính mình. Thắng - bạn sẽ có được “bản năng của người mạnh mẽ nhất”, đó là sự tự kiểm soát bản thân. Thua - bạn mãi sống trong cảm giác tạm bợ, nuối tiếc. Cà...",81750,109000,4.8,191,"{'text': 'Đã bán 1178', 'value': 1178}",available,"Càng Kỷ Luật, Càng Tự Do",Sách tiếng Việt
68586415,3711272014042,"Một hacker tài giỏi bị Chủ Thần chọn trúng, đưa đi làm nhân vật phản diện suốt mấy trăm ngàn kiếp, không kiếp nào là không phải chạy như điên trên con đường tìm đến cái chết, rơi vào kết cục bi thảm....",141550,149000,5.0,108,"{'text': 'Đã bán 218', 'value': 218}",available,Cao Thủ Đổi Đen Thay Trắng - Tập 1 (Dành Cho Lứa Tuổi 18+),Sách tiếng Việt
69162891,4062401186024,"Mang Thai Sinh Nở Và Nuôi Con Khỏe Mạnh Cuốn sách về mang thai được tìm kiếm nhiều nhất tại Hàn Quốc. Tất cả những kiến thức chuẩn mực nhất về mang thai sinh nở, nuôi con mà các bác sĩ chuyên khoa sản...",212000,265000,5.0,39,"{'text': 'Đã bán 193', 'value': 193}",available,Mang Thai Sinh Nở Và Nuôi Con Khỏe Mạnh  Cuốn Sách Về Mang Thai Được Tìm Kiếm Nhiều Nhất Tại Hàn Quốc,Sách Thai Giáo
69219919,4657579364147,"“Muôn kiếp nhân sinh” mang lại cho bạn đọc kho kiến thức đồ sộ và mới mẻ, những câu chuyện kỳ lạ, những kiến giải uyên bác và tiên đoán bất ngờ về hiện tại và tương lai của con người và thế giới. Thô...",88000,98000,4.7,3,"{'text': 'Đã bán 22', 'value': 22}",available,Muôn Kiếp Nhân Sinh (Khổ Nhỏ),Sách tiếng Việt
69219921,9187510726727,"OKRs, Hiểu đúng, làm đúng - Cách để áp dụng thành công OKRs ngay từ đầuĐặc điểm của “OKRs, Hiểu đúng, làm đúng”:- “Hướng dẫn thực hành OKRs”; Giải tỏa các hiểu nhầm về OKRs và giúp thực hiện thành c...",119000,239000,4.8,296,"{'text': 'Đã bán 2845', 'value': 2845}",available,"OKRs - Hiểu Đúng, Làm Đúng - Cách Để Áp Dụng Thành Công OKRs Ngay Từ Đầu",Sách kỹ năng làm việc
69624539,5964878169342,"Lối sống hiện đại khiến con người dễ gặp stress và mắc các chứng bệnh thời công nghệ số như “cổ công nghệ”, “đau vai gáy”, “thoát vị đĩa đệm”… Khoa học đã chứng minh rằng yoga – các tư thế, các bài tậ...",240000,300000,5.0,31,"{'text': 'Đã bán 88', 'value': 88}",available,Khoa Học Về Yoga,Sách tiếng Việt
69644748,7944454223475,"Trong lòng chúng ta ai cũng có một em bé đang đau khổ. Ai cũng có một thời gian khó khăn khi còn thơ ấu và nhiều người đã trải qua những chấn động tâm lý, những tổn thương lớn mà vết thương còn lưu lạ...",75600,120000,5.0,57,"{'text': 'Đã bán 465', 'value': 465}",available,Thiền Sư Và Em Bé 5 Tuổi,Sách tiếng Việt
69644752,2245605154163,"Hơn nửa đời người hành nghề chiêm tinh, tôi nhận ra rằng: Ai trong chúng ta đều muốn hiểu rõ hơn chính là bản thân mình. Bạn chắc chắn đã từng tự hỏi “Tôi là ai?”,  bạn muốn biết động cơ nào đang thúc...",238000,350000,5.0,32,"{'text': 'Đã bán 131', 'value': 131}",available,Toàn Thư Chiêm Tinh Học Nhập Môn,Sách tiếng Việt
69764534,7415977562452,"Thợ xăm ở Auschwitz là một tài liệu khác thường, được công bố hơn bảy mươi năm sau những sự kiện nó thuật lại, và nó nhắc nhở chúng ta rằng có rất nhiều câu chuyện sẽ mãi mãi không bao giờ được kể. Nó...",118000,148000,4.8,477,"{'text': 'Đã bán 2475', 'value': 2475}",available,Thợ Xăm Ở Auschwitz,Sách tiếng Việt
69764534,7415977562452,"Thợ xăm ở Auschwitz là một tài liệu khác thường, được công bố hơn bảy mươi năm sau những sự kiện nó thuật lại, và nó nhắc nhở chúng ta rằng có rất nhiều câu chuyện sẽ mãi mãi không bao giờ được kể. Nó...",118000,148000,4.8,477,"{'text': 'Đã bán 2475', 'value': 2475}",available,Thợ Xăm Ở Auschwitz,Sách tiếng Việt
69764541,9554778221279,Tâm Lý Học Hành ViCuốn sách giúp bạn thấu hiểu bản thân mình và tâm lý những người xung quanh!Được chấp bút bởi bậc thầy tâm lý hàng đầu Trung Quốc Khương Nguy.Tâm lý học theo chủ nghĩa hành vi phát...,68100,98000,5.0,2667,"{'text': 'Đã bán 5000+', 'value': 14717}",available,Tâm Lý Học Hành Vi (Tặng Kèm 1 Bookmark ),Sách tiếng Việt
69764547,6381124727986,"HẸN NHAU PHÍA SAU TAN VỠCuốn sách này…Dành tặng những tâm hồn tan vỡ, đã yêu, đã chia ly, đã từ biệt…Và lời chúc cho một cuộc hạnh ngộ đủ đầy yêu thương.“Có nhiều lần tự hỏi, tại sao ngoài kia có ...",68800,86000,4.7,36,"{'text': 'Đã bán 227', 'value': 227}",available,Hẹn Nhau Phía Sau Tan Vỡ,Sách tiếng Việt
69978860,1199450541429,"Mỗi khi bị thao túng tâm lí và đối xử tàn tệ, nạn nhân thường tự diễn giải và hợp lí hóa cho các hành vi lệch lạc của kẻ thao túng. Họ cho rằng kẻ thao túng—những con sói đội lốt cừu—thường không cố ý...",87500,110000,4.8,834,"{'text': 'Đã bán 4178', 'value': 4178}",available,Sói đội lốt Cừu - Kẻ hiếu chiến ngầm và các thủ thuật thao túng tâm lí,Sách tư duy - Kỹ năng sống
70016676,2678208946246,Storytelling – Nghệ thuật thuyết trình bằng câu chuyệnHãy thuyết phục thế giới bằng cách riêng của bạnCuốn sách này sẽ giúp các bạn chứng kiến cuộc gặp gỡ lịch sử giữa khoa học thuyết trình và nghệ ...,159200,199000,4.8,16,"{'text': 'Đã bán 93', 'value': 93}",available,Nghệ Thuật Thuyết Trình Bằng Câu Chuyện,Sách tiếng Việt
70016690,6324903274790,"THẾ GIỚI RỘNG LỚN, LÒNG NGƯỜI CHẬT HẸP – DƯA HẤU HẠT TÍMBạn có biết mỗi một người trong chúng ta đều mang bên mình một thế giới riêng? Thế giới ấy là do bạn tạo dựng nên từ khi vừa được sinh ra. Giữ...",73600,92000,5.0,138,"{'text': 'Đã bán 471', 'value': 471}",available,Thế Giới Rộng Lớn Lòng Người Chật Hẹp (Tặng Kèm 1 Bookmark ),Sách tiếng Việt
70016692,3554085012481,"Sơ lược về tác phẩmHolden Caulfield, 17 tuổi, đã từng bị đuổi học khỏi ba trường, và trường dự bị đại học Pencey Prep là ngôi trường thứ tư. Và rồi cậu lại trượt 4 trên 5 môn học và nhận được thông b...",70400,88000,5.0,26,"{'text': 'Đã bán 91', 'value': 91}",available,Bắt Trẻ Đồng Xanh (Tái Bản 2020),Tiểu Thuyết
70224520,4849323174496,Băng keo dán nano 2 mặt siêu dính trong suốt dày 1mm dài 2m rộng 3cm và 5cmĐiểm nổi bật:- Băng keo dán nano 2 mặt siêu dính là sản phẩm hoàn toàn mới lạ nhưng lại vô cùng hữu ích trong sinh hoạt hằ...,30000,30000,4.6,328,"{'text': 'Đã bán 1831', 'value': 1831}",available,Băng keo dán nano 2 mặt siêu dính trong suốt dày 1mm dài 2m rộng 3cm và 5cm,Dụng Cụ Văn Phòng
70415987,6746025114318,Một mảnh trăng - Cuốn sách được hàng vạn độc giả Hàn Quốc đồng cảm và yêu thích!Tôi muốn nói với tất thảy những “vầng trăng khuyết” trên thế gian này rằng chúng ta tuy là trăng khuyết nhưng vẫn đầy đ...,79200,99000,4.8,76,"{'text': 'Đã bán 235', 'value': 235}",available,Một Mảnh Trăng (Tặng Kèm 1 Obi Và 1 Bookmark),Truyện ngắn - Tản văn - Tạp Văn
70743650,9445317576441,"THÔI MIÊN KHÔNG RU BẠN VÀO CƠN SAY NGỦ, NÓ ĐÁNH THỨC BẠN KHỎI CƠN NGỦ SAYTrước khi đọc “Sổ tay nhà thôi miên II” có một số vấn đề bạn cần biết!1. “Sổ tay nhà thôi miên” là một bộ truyện viết ở ngôi ...",116000,145000,4.8,999,"{'text': 'Đã bán 3536', 'value': 3536}",available,Sổ Tay Nhà Thôi Miên II,Sách tiếng Việt
71090268,5945337791304,Cuốn sách hay và khiêu khích suy nghĩ này đã phá vở những rào cản trong trị liệu tâm lý truyền thống và trình bày một biện pháp trị liệu cách tân và hiệu quả cao. Những ai làm việc chuyên về sức khỏe ...,71200,89000,5.0,111,"{'text': 'Đã bán 496', 'value': 496}",available,Ám Ảnh Từ Kiếp Trước - Bí Mật Của Sự Sống Và Cái Chết (Tái Bản 2020),Sách tiếng Việt
71094783,7551608657842,"""Một cuốn sách thay đổi cuộc đời. Với sự ấm áp, trung thực và cách kể chuyện, Lynne đã đảo lộn mọi thứ chúng ta nghĩ rằng chúng ta biết về tiền bạc Đó là cuốn sách mà tất cả chúng ta cần ngay bây giờ....",249000,249000,5.0,394,"{'text': 'Đã bán 2189', 'value': 2189}",available,Linh Hồn Của Tiền - The Soul Of Money,Bài học kinh doanh
71149569,2374975139460,Một bước tiến hóa lớn của Hệ thống đầu tư CANSLIM đã thực sự diễn ra. Một sự tiếp bước hoàn hảo những thành công của Hệ thống đầu tư CANSLIM mà William O’Neil đã dày công nghiên cứu với những ảnh hưởn...,499000,499000,4.7,77,"{'text': 'Đã bán 398', 'value': 398}",available,Cách kiếm lợi nhuận 18.000% từ thị trường chứng khoán - Trade Like An O'Neil Disciple,"Sách tài chính, tiền tệ"
71345381,2019473448712,Thay Đổi Cuộc Sống Với Nhân Số HọcCuốn sách Thay đổi cuộc sống với Nhân số học là tác phẩm được chị Lê Đỗ Quỳnh Hương phát triển từ tác phẩm gốc “The Complete Book of Numerology” của tiến sỹ David A....,171400,248000,4.8,2808,"{'text': 'Đã bán 5000+', 'value': 12409}",available,Sách Thay Đổi Cuộc Sống Với Nhân Số Học - Lê Đỗ Quỳnh Hương,Sách tiếng Việt
71553537,4610360039259,"Lời nói thần kỳ nuôi dưỡng những đứa trẻ hạnh phúc của Erika Takeuchi – người có trên 20 năm kinh nghiệm trong lĩnh vực giáo dục, có cơ hội tiếp xúc với gần 9.000 cặp bố mẹ và con gái. Trong suốt quá ...",71200,89000,5.0,9,"{'text': 'Đã bán 87', 'value': 87}",available,Lời Nói Thần Kỳ Nuôi Dưỡng Những Đứa Trẻ Hạnh Phúc: 0 - 6 Tuổi,Sách Làm Cha Mẹ
71553549,5292338921668,"Đọc nhanh, hiểu sâu, nhớ lâu trọn đời là cuốn sách hướng dẫn kỹ thuật đọc sách dành cho những người “có nỗi muộn phiền giống tôi trong quá khứ”.“Tức là một cuốn sách hướng dẫn phương pháp đọc do chí...",47200,59000,5.0,6,"{'text': 'Đã bán 39', 'value': 39}",available,"Đọc Nhanh, Hiểu Sâu, Nhớ Lâu Trọn Đời (Tái Bản 2020)",Sách tiếng Việt
71880692,7721732247404,"a) Câu hỏi dùng cho sát hạch cấp giấy phép lái xe hạng B2, c, D, E và các hạng F gồm 600 câu; trong đó có 60 câu về tình huống mất an toàn giao thông nghiêm trọng.b) Câu hỏi dùng cho sát hạch cấp giấ...",45000,45000,4.8,255,"{'text': 'Đã bán 1492', 'value': 1492}",available,"600 Câu Hỏi Dùng Cho Sát Hạch, Cấp Giấy Phép Lái Xe Cơ Giới Đường Bộ",Sách tiếng Việt
71898415,9668979064631,"Những người nguyên thủy vốn cầm dao và cung đi săn bắn. Để tăng hiệu quả săn bắn, huyết áp của họ tăng lên như một cách thích nghi sinh tồn. Thế nhưng, người hiện đại hầu như không phải chạy nhiều, họ...",63200,79000,4.8,43,"{'text': 'Đã bán 304', 'value': 304}",available,Cơ Thể Ta Đã Hai Triệu Năm - Giải Mã Các Căn Bệnh Thời Hiện Đại,Sách tiếng Việt
71907876,9507721326293,"TỪ ĐIỂN TIẾNG “EM” – Định nghĩa về thế giới mới!Bạn sẽ bất ngờ, khi cầm cuốn “từ điển” xinh xinh này trên tay.Và sẽ còn ngạc nhiên hơn nữa, khi bắt đầu đọc từng trang sách…Dĩ nhiên là vì “Từ điển ti...",51750,69000,4.8,366,"{'text': 'Đã bán 1275', 'value': 1275}",available,Từ Điển Tiếng “Em”,Truyện cười
71990280,5027098894309,"NÓI CHUYỆN LÀ BẢN NĂNG, GIỮ MIỆNG LÀ TU DƯỠNG, IM LẶNG LÀ TRÍ TUỆTuân Tử nói: “Nói năng hợp lý, đó gọi là hiểu biết; im lặng đúng lúc, đó cũng là hiểu biết”. Ngôn ngữ là thứ có thể thể hiện rõ nhất m...",122850,189000,4.8,53,"{'text': 'Đã bán 558', 'value': 558}",available,"Nói Chuyện Là Bản Năng, Giữ Miệng Là Tu Dưỡng, Im Lặng Là Trí Tuệ",Sách tiếng Việt
72000017,7897746919085,"Quý bạn đọc thân mến!Ngữ pháp của bất kỳ ngôn ngữ nào cũng đều hết sức quan trọng, ngữ pháp tiếng Anh cũng là một phần không thể thiếu trong ngôn ngữ tiếng Anh. Cuốn sách English Grammar in Use của R...",44000,68000,4.7,382,"{'text': 'Đã bán 1662', 'value': 1662}",available,English Grammar In Use (Tái Bản),Sách Học Tiếng Anh
72001055,3401902509351,"TÔI TÀI GIỎI, BẠN CŨNG THẾ! Cho dù bạn là ai, đang ở đâu, đang học trường nào, đang hướng tới bất kỳ mục tiêu gì trong học tập và cuộc sống, tôi xin chắc chắn với bạn một điều rằng, bạn sẽ tìm được câ...",105000,105000,5.0,127,"{'text': 'Đã bán 1062', 'value': 1062}",available,Tôi Tài Giỏi - Bạn Cũng Thế (Tái Bản 2020),Sách kỹ năng làm việc
72001057,6427219022069,"CHIẾN TRANH TIỀN TỆ - PHẦN IIIBiên giới tiền tệ - Nhân tố bí ẩn trong các cuộc chiến kinh tếSau hai cuốn đầu tiên lần lượt diễn giải lịch sử phát triển tài chính của Hoa Kỳ và châu Âu, tác giả đặt mụ...",136500,175000,5.0,32,"{'text': 'Đã bán 164', 'value': 164}",available,Chiến Tranh Tiền Tệ - Phần III,Sách tiếng Việt
72202103,7957457609597,"Con Chim Xanh Biếc Bay VềKhông giống như những tác phẩm trước đây lấy bối cảnh vùng quê miền Trung đầy ắp những hoài niệm tuổi thơ dung dị, trong trẻo với các nhân vật ở độ tuổi dậy thì, trong quyển...",117000,150000,5.0,896,"{'text': 'Đã bán 3085', 'value': 3085}",available,Con Chim Xanh Biếc Bay Về (Nguyễn Nhật Ánh) (Bìa Mềm),Sách tiếng Việt
